 已授权发明专利数量,已授权实用新型专利数量,已授权软著数量,成立年限,注册资本,参保人数,区域,营业收入,营业利润,股东企业成立年限,股东企业参保人数,股东企业注册资本,企业总的股东的数量,企业股东中个人股东的数量,企业股东发明专利数量,企业股东实用新型专利数量,企业股东软著数量,收入规模
0,0,0,13,9000,3,1,,,,,,2,2,14,6,0,0
0,0,0,21,120000,22,0,,,,,,2,2,0,0,0,7
0,0,0,21,50000,14,0,,,,,,2,2,0,0,0,6
0,0,0,20,660000,16,0,,,,,,2,2,0,0,0,6
0,0,15,20,300000,25,0,,,,,,2,2,0,0,15,6
0,0,0,17,50000,6,0,,,,,,2,2,0,0,0,6
0,0,0,16,40000,12,0,,,,,,4,4,0,0,0,6
0,0,0,16,100000,0,0,,,,,,2,2,0,0,0,5
0,0,0,16,200000,25,0,,,,,,2,2,0,0,0,5
0,0,0,6,20000,6,0,,,,,,2,2,0,0,0,6
0,0,0,6,10000,0,0,,,,,,2,2,0,0,0,6
0,0,0,5,200000,3,0,,,,,,2,2,0,0,0,6
0,0,0,5,100000,1,0,,,,,,3,3,0,0,0,6
0,0,0,4,100000,2,0,,,3,0,100000000,1,0,0,0,0,6
0,0,0,4,500,3,1,,,,,,2,2,4,0,0,1
0,0,0,4,200000,6,0,,,,,,3,3,0,0,0,6
0,0,0,3,880000,2,0,,,,,,2,2,0,0,0,6
0,0,0,3,100000,3,0,,,,,,1,1,0,0,0,3
0,0,0,3,200000,9,0,,,,,,1,1,0,0,0,5
0,0,0,3,100000,1,0,,,,,,1,1,0,0,0,3
0,0,0,3,20000,0,0,,,,,,1,1,0,0,0,7
0,0,0,3,200000,0,0,,,,,,1,1,0,0,0,6
0,0,0,8,360000,22,0,,,,,,1,1,0,0,0,2
0,0,0,2022,0,0,0,,,,,,0,0,0,0,0,4
0,0,0,24,5000,32,0,,,,,,2,2,0,7,0,7
0,0,2,27,100,56,1,,,,,,2,2,2,19,2,4
0,0,0,12,200,37,1,,,,,,2,2,0,0,0,0
0,0,0,11,490000,15,0,,,,,,1,1,0,0,0,5
0,0,1,10,50,11,1,,,,,,4,4,0,0,1,0
0,0,0,14,100000,4,0,,,,,,2,2,0,0,0,5
0,0,0,13,100000,11,0,,,,,,3,3,0,0,0,3
0,0,0,16,12000,19,0,,,,,,2,2,0,0,0,6
0,0,0,16,500000,45,0,,,,,,2,2,0,0,0,6
0,0,0,4,2000,39,0,,,,,,2,2,0,0,0,6
0,0,0,2,100000,10,0,,,7,1,3000000,6,4,0,0,0,6
0,0,0,20,1260,40,0,,,,,,2,2,4,0,0,0
0,0,0,16,100000,14,0,,,,,,3,3,0,0,0,7
0,0,0,17,50000,24,0,272980000,1180000,,,,2,2,0,0,0,5
0,0,0,4,20000,0,0,,,,,,1,1,0,0,0,6
0,0,0,4,300000,6,0,,,,,,2,2,0,0,0,6
0,0,0,9,20000,0,0,,,,,,1,1,0,0,0,6
0,0,0,7,200,22,0,,,,,,4,4,0,14,0,0
0,0,0,19,2800,44,0,,,,,,1,1,0,0,0,4
0,0,0,10,200000,1,0,,,,,,3,3,0,0,0,5
0,0,0,10,3680000,0,0,,,,,,4,4,0,0,0,6
0,0,0,9,400000,42,0,,,,,,2,2,2,0,0,7
0,0,0,9,80000,60,0,,,17,5,10000000,2,1,0,0,0,6
0,0,3,9,300,26,1,,,,,,3,3,10,15,3,0
0,0,0,9,5000,3,0,,,,,,3,3,0,0,0,6
0,0,0,9,260000,22,0,,,,,,2,2,0,0,0,4
0,0,0,8,600000,5,0,,,,,,2,2,0,0,0,7
0,0,0,8,2680000,0,0,,,,,,4,4,0,0,0,2
0,0,0,8,50000,8,0,,,,,,1,1,0,0,0,3
0,0,6,26,1000,158,1,,,,,,2,2,0,0,6,0
0,0,0,21,10000,73,0,,,,,,3,3,0,0,0,5
0,0,0,8,1000,24,1,,,,,,1,1,0,0,0,0
0,0,0,8,5000,0,0,,,,,,2,2,0,0,0,6
0,0,0,2022,2000,0,1,,,,,,0,0,0,0,0,3
0,0,0,12,200000,22,0,,,,,,2,2,0,0,0,5
0,0,0,12,5000,5,0,,,,,,2,2,0,0,0,6
0,0,0,11,50000,13,0,,,9,5,20000000,3,2,0,0,0,7
0,0,0,10,50000,3,0,,,,,,1,1,0,0,0,6
0,0,0,27,890000,168,0,,,,,,2,2,2,0,0,5
0,0,0,24,100000,144,0,,,,,,2,2,0,0,0,5
0,0,0,15,80000,3,0,,,,,,3,3,0,0,0,6
0,0,0,15,400000,1,0,,,,,,2,2,0,0,0,3
0,0,0,14,50000,7,0,,,,,,4,4,0,0,0,5
0,0,1,14,200,28,1,,,,,,2,2,1,11,1,0
2,0,0,14,120,25,1,,,,,,2,2,2,17,0,0
0,0,0,13,1000,50,1,57594900,2022700,,,,2,2,6,16,0,0
0,0,5,20,500,107,1,308305100,2336200,3,0,10000000,1,0,0,1,5,0
0,0,0,19,200000,51,0,,,,,,1,1,0,0,0,5
0,0,0,19,50,20,1,,,,,,2,2,0,8,0,1
0,0,0,19,100000,23,0,,,,,,2,2,0,0,0,7
0,0,0,18,100000,26,0,,,,,,2,2,0,0,0,3
0,0,0,18,100000,51,0,,,,,,2,2,0,15,0,7
0,0,0,18,360000,0,0,,,,,,3,3,0,0,0,4
0,0,0,17,30000,17,0,,,,,,2,2,0,0,0,6
0,0,0,17,600000,17,0,,,,,,2,2,0,0,0,7
0,0,0,17,20000,32,0,,,,,,3,3,1,1,0,6
0,0,0,17,200000,1,0,,,,,,2,2,0,0,0,5
0,0,0,6,5000,11,1,,,,,,7,7,0,0,0,0
0,0,0,6,100000,52,0,,,,,,2,1,0,0,0,6
0,0,0,6,100000,2,0,,,,,,1,1,0,0,0,7
0,0,0,6,500000,0,0,,,,,,5,5,0,0,0,2
0,0,0,6,10000,7,0,,,,,,2,2,0,0,0,6
0,0,0,6,100000,11,0,,,,,,3,3,0,0,0,6
0,0,0,6,100000,178,0,,,,,,3,3,0,0,0,6
0,0,2,6,8168,24,1,,,,,,2,2,0,0,2,5
0,0,6,5,1000,15,0,,,,,,1,1,0,9,6,5
0,0,0,5,200000,15,0,,,,,,2,2,0,0,0,4
0,0,0,4,5000,1,0,7798800,,,,,1,1,0,0,0,5
0,0,0,4,100000,0,0,,,,,,4,4,0,0,0,6
0,0,0,2022,0,0,0,,,,,,0,0,0,0,0,7
0,0,0,2,118800,7,0,,,,,,4,4,0,0,0,6
0,0,0,10,100,31,1,,,,,,2,2,0,18,0,0
0,0,0,10,100,67,1,,,,,,3,3,2,10,0,0
0,0,0,9,30,16,1,,,,,,3,3,0,0,0,0
0,0,0,9,52000,2,0,,,,,,2,2,0,0,0,6
0,0,5,9,1118,25,1,,,,,,2,2,0,0,5,0
0,0,0,8,800000,21,0,,,,,,2,2,0,0,0,7
0,0,2,8,458,0,1,,,,,,1,1,0,0,2,6
0,0,0,7,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,7,300000,110,0,,,3,0,10000000,1,0,0,0,0,7
0,0,0,7,300000,14,0,,,,,,2,2,0,0,0,5
0,0,0,12,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,12,100000,29,0,,,,,,2,2,0,0,0,7
0,0,0,22,100000,109,0,,,,,,2,2,0,0,0,5
24,0,0,23,1800,112,1,,,24,13,17150000,5,2,58,0,0,0
0,0,0,15,80000,20,0,,,,,,2,2,0,0,0,6
0,0,1,15,560000,19,0,,,,,,2,2,0,0,1,5
0,0,6,15,100,30,1,,,,,,2,2,0,10,6,0
0,0,0,14,500,10,1,,,,,,4,4,0,0,0,0
0,0,0,14,308000,6,0,,,,,,2,2,0,0,0,7
2,20,0,13,630,41,1,,,,,,17,17,2,20,0,0
0,0,0,12,1000,0,0,,,,,,2,2,1,0,0,6
0,0,0,21,1206,29,1,,,,,,3,3,0,0,0,5
0,0,0,21,20000,23,0,,,,,,2,2,0,0,0,2
0,0,5,20,1200,19,1,,,,,,2,2,17,20,5,0
0,12,0,19,2000,32,0,,,,,,2,2,0,12,0,5
0,0,0,17,500,86,1,,,,,,2,2,1,7,0,0
0,0,0,7,10000,64,0,,,,,,3,3,0,8,0,3
0,0,0,6,1000000,16,0,,,,,,1,0,0,0,0,7
0,0,0,5,1000,150,1,,,8,7,2000000000,4,3,4,3,0,0
0,0,0,5,500,21,1,,,,,,3,3,0,6,0,0
0,0,0,5,16800,0,0,,,,,,1,1,0,0,0,6
0,0,0,5,1000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,100000,13,0,,,6,0,30000000,1,0,0,0,0,7
0,0,0,5,1000,0,0,,,,,,1,1,0,0,0,6
0,0,20,4,1000,56,1,,,,,,3,3,0,0,20,0
0,0,0,4,15,17,1,,,,,,5,5,0,9,0,3
0,0,0,3,50000,0,0,,,,,,1,1,0,0,0,7
0,0,0,3,5000,0,0,,,,,,2,2,0,1,0,6
0,0,0,17,5100,129,1,,,6,0,55000000,3,2,25,51,0,5
0,0,0,10,406000,0,0,,,,,,2,2,0,0,0,4
0,0,0,31,220800,43,0,,,,,,8,8,0,0,0,7
0,0,1,8,500,3,0,,,,,,2,2,0,0,1,0
0,0,0,12,1230000,0,0,,,,,,3,3,4,10,0,5
0,0,0,11,500,46,0,,,,,,2,2,18,4,0,4
0,0,0,10,50000,0,0,,,,,,3,3,0,0,0,2
0,0,0,24,503800,36,0,,,,,,2,2,0,0,0,7
0,0,3,7,20000,0,0,,,10,151,897200000,1,0,0,20,3,5
0,0,0,6,80000,0,0,,,,,,1,1,0,0,0,6
0,0,0,5,20000,1,0,,,,,,2,2,0,0,0,6
0,0,0,5,117000,18,0,16368444,-39282,,,,3,2,0,0,0,7
0,0,0,4,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,3,500,0,0,,,,,,2,2,0,0,0,0
0,0,0,2,1000,0,0,,,,,,1,1,0,0,0,6
0,0,0,9,300000,4,0,,,,,,2,2,0,0,0,4
0,0,0,8,50000,0,0,,,,,,2,2,0,0,0,7
0,0,0,8,20000,0,0,,,,,,2,2,0,0,0,6
0,0,0,38,498800,22,0,,,,,,6,6,0,0,0,2
0,0,0,12,100000,2,0,,,,,,2,2,0,0,0,7
0,0,0,10,360000,3,0,,,,,,5,5,0,0,0,5
0,0,0,10,100000,6,0,,,,,,2,2,0,0,0,2
0,0,0,15,250000,5,0,,,,,,2,2,0,0,0,3
0,0,0,21,200,23,0,,,,,,2,2,57,0,0,0
0,0,0,20,90000,0,0,,,,,,2,2,0,0,0,4
0,0,0,17,50,0,0,,,,,,5,5,53,1,0,0
0,0,0,16,20000,11,0,,,,,,2,2,0,0,0,7
0,0,0,4,50000,0,0,,,,,,6,6,0,0,0,6
0,0,0,3,500000,0,0,,,,,,1,1,0,0,0,6
0,0,0,9,300000,0,0,,,,,,3,3,0,0,0,4
0,0,0,9,30000,13,0,,,,,,2,2,0,0,0,6
0,0,0,8,200000,0,0,,,,,,1,1,0,0,0,2
0,0,0,8,350000,10,0,,,,,,1,1,0,0,0,5
0,0,0,8,84600,12,0,,,,,,4,4,0,0,0,5
0,0,0,8,5000,0,0,,,,,,2,2,0,0,0,6
0,0,0,8,20000,1,0,,,,,,2,2,0,0,0,2
0,0,0,8,120000,27,0,,,,,,1,1,0,0,0,6
0,0,0,7,100000,0,0,,,,,,3,3,0,0,0,2
0,0,0,12,100000,7,0,,,,,,1,1,0,0,0,5
0,0,0,11,20000,20,0,,,,,,2,2,0,0,0,2
0,0,0,10,33000,12,0,,,,,,1,1,0,0,0,3
2,0,0,15,300,66,0,,,,,,2,2,2,4,0,0
0,0,0,15,50000,2,0,,,,,,5,5,0,0,0,4
0,0,0,14,50,36,0,,,,,,3,3,0,0,0,0
0,0,0,14,10000,16,0,,,,,,2,2,0,0,0,7
0,0,0,13,100,27,0,,,,,,2,2,2,20,0,5
0,0,0,13,100000,1,0,,,,,,1,1,0,0,0,3
0,0,0,20,105010,28,0,,,,,,1,1,0,0,0,6
0,0,0,20,200000,12,0,,,,,,23,23,0,0,0,4
0,0,0,18,1600,307,0,,,,,,1,1,3,13,0,0
0,0,0,17,500,42,0,,,,,,0,0,14,9,0,0
0,0,0,17,50,0,0,,,,,,2,2,0,3,0,0
0,0,0,16,200,108,0,,,,,,2,2,18,41,0,0
0,0,0,16,105000,2,0,,,,,,2,2,0,0,0,2
0,0,0,6,50,54,0,,,3,0,10000000,1,0,10,15,0,0
0,0,0,6,100000,5,0,4985800,465200,,,,2,2,0,0,0,2
0,0,0,6,2000,2,1,,,,,,1,1,0,0,0,0
0,0,0,6,120000,0,0,,,,,,2,2,0,0,0,6
0,0,2,6,200,29,0,,,,,,2,2,0,0,2,0
0,0,0,5,10000,5,0,,,,,,3,3,0,0,0,7
0,0,0,5,168000,24,0,,,,,,1,1,0,0,0,3
0,0,0,5,200000,0,0,,,,,,2,2,0,0,0,7
0,0,0,5,200000,5,0,,,,,,2,2,0,0,0,6
0,0,0,5,3000,19,0,,,,,,3,3,1,9,0,5
0,0,0,5,10000,1,0,11958300,145400,,,,1,1,0,0,0,6
0,0,0,4,50,23,0,,,,,,1,1,0,0,0,0
0,0,0,4,100000,0,0,,,,,,2,2,0,0,0,6
0,0,0,4,50,18,0,,,,,,4,4,0,0,0,0
2,0,0,4,30000,16,0,,,,,,3,3,2,8,0,6
0,0,0,4,20000,20,0,,,,,,2,2,0,0,0,6
0,0,0,3,10000,0,0,,,,,,1,1,0,0,0,6
0,0,0,3,60000,0,0,,,,,,2,2,0,0,0,6
0,0,0,2,10000,8,0,,,,,,2,2,0,0,0,7
0,0,0,2,280000,0,0,,,,,,2,2,0,0,0,2
11,10,0,9,2000,59,0,,,,,,2,2,38,10,0,0
0,0,0,37,860000,79,0,,,,,,5,5,12,0,0,5
0,0,0,43,200307.3212,0,0,,,,,,4,4,0,0,0,2
0,0,0,8,100000,30,0,,,,,,2,2,0,0,0,6
0,0,3,7,1000,12,0,,,,,,2,2,0,0,3,0
0,0,0,12,30000,101,0,,,13,1,100000000,1,0,0,0,0,7
0,0,2,12,100000,0,0,,,,,,3,3,0,0,2,7
0,0,0,12,100000,32,0,,,,,,4,4,0,0,0,5
0,0,0,11,100000,0,0,,,,,,1,1,0,0,0,6
0,0,0,11,200000,8,0,,,,,,2,2,0,0,0,6
0,0,0,10,500,63,0,,,,,,7,7,64,0,0,0
0,0,0,15,100000,59,0,,,,,,2,2,0,0,0,7
0,0,0,14,60000,35,0,,,,,,3,3,14,0,0,6
0,0,0,13,200000,26,0,,,,,,3,3,0,0,0,3
0,0,0,23,500800,55,0,,,,,,2,2,0,0,0,5
0,9,0,21,500,106,0,,,,,,2,2,1,9,0,5
0,0,0,6,5000,27,0,,,,,,4,4,0,0,0,6
0,0,0,6,20000,0,0,,,,,,1,1,0,0,0,6
0,0,0,6,5000,38,0,,,,,,2,2,0,12,0,1
0,0,0,5,100000,10,0,,,,,,2,2,0,0,0,7
0,0,0,5,20000,40,0,,,,,,2,2,0,8,0,3
0,0,0,3,300000,1,0,,,,,,2,2,0,0,0,6
0,0,0,2,10000,0,0,,,2,1,50000000,1,0,0,0,0,6
0,0,0,10,80000,2,0,,,,,,2,2,0,0,0,5
0,0,0,9,500,143,0,,,,,,3,3,0,0,0,5
0,0,0,8,100000,44,0,,,,,,2,2,0,0,0,6
0,0,0,7,40,34,0,,,,,,1,1,38,1,0,0
0,0,0,12,50000,16,0,,,,,,3,3,0,0,0,5
0,0,0,11,300000,8,0,,,,,,1,1,0,0,0,5
0,0,0,10,1000,10,0,,,,,,2,2,0,3,0,6
0,0,0,10,300,0,0,,,,,,5,5,32,12,0,0
0,0,0,15,60000,8,0,,,,,,2,2,0,0,0,5
0,0,0,15,13500,210,0,,,,,,4,4,26,0,0,6
0,0,0,14,100000,29,0,,,,,,2,2,0,0,0,6
0,0,0,6,1000,196,0,,,,,,2,2,0,0,0,0
0,0,0,5,1000,55,0,,,,,,3,3,0,11,0,0
0,0,0,5,100000,0,0,,,,,,1,1,0,0,0,2
0,0,0,4,10000,0,0,,,,,,3,3,0,0,0,4
0,0,0,3,1000,9,0,,,,,,3,3,0,15,0,0
0,0,0,3,100,326,0,,,,,,2,2,0,0,0,5
0,0,0,2,120000,0,0,,,,,,4,4,0,0,0,6
6,0,0,10,60,75,0,,,,,,2,2,6,0,0,0
0,0,0,9,50000,0,0,,,,,,3,3,0,0,0,4
0,0,0,8,200000,1,0,,,,,,7,7,0,0,0,6
0,0,0,8,550,23,0,,,,,,2,2,2,0,0,0
0,0,0,12,50,33,0,,,,,,1,1,0,1,0,0
0,0,0,11,5000,2,0,,,,,,3,3,0,0,0,6
0,0,0,15,500,8,0,,,,,,2,2,0,0,0,2
0,0,0,13,30600,0,0,,,,,,2,2,0,0,0,3
0,0,6,20,1000,27,0,,,,,,1,1,0,0,6,0
0,0,0,6,10000,24,0,,,,,,2,2,0,0,0,6
0,0,0,4,100000,0,0,,,,,,2,2,0,0,0,3
0,0,0,3,200000,2,0,,,,,,1,1,0,0,0,4
0,0,0,2,500000,13,0,,,3,0,14000000,2,0,0,0,0,2
0,0,0,2,300,58,0,622000,-109000,,,,3,3,0,0,0,0
0,0,0,1,200000,0,0,,,,,,1,1,0,0,0,6
0,0,0,40,200800,32,0,,,,,,4,4,0,0,0,6
0,0,0,26,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,7,418000,13,0,,,,,,2,2,0,0,0,6
0,0,0,7,3000,32,0,,,,,,3,3,2,0,0,6
0,0,0,14,320,3,0,,,,,,2,2,0,0,0,0
26,39,0,13,3431.5,293,0,,,,,,13,12,46,39,0,0
0,0,0,5,500,71,0,,,,,,2,2,0,6,0,0
0,0,0,4,50000,0,0,,,,,,3,3,0,0,0,7
0,0,0,4,1000000,69,0,,,,,,2,2,0,0,0,5
0,0,0,3,800,0,0,,,,,,3,3,0,0,0,0
0,0,0,3,1200,0,0,,,7,0,12000000,2,1,0,0,0,0
0,0,0,9,2200,57,0,88500000,3450000,24,14,50000000,1,0,12,14,0,0
0,0,0,8,518000,13,0,,,,,,3,3,0,0,0,3
2,15,0,31,37565,3766,0,,,,,,12,10,6,15,0,0
0,0,0,8,6000,152,0,,,31,3766,295830000,1,0,2,8,0,0
0,0,0,8,880000,30,0,,,,,,0,0,0,0,0,7
0,0,0,7,500000,1,0,,,,,,2,2,0,0,0,5
0,0,0,12,200000,0,0,,,25,0,20000000,3,2,0,0,0,7
0,0,0,11,500000,18,0,,,,,,3,3,0,0,0,5
0,0,0,19,860000,12,0,,,,,,2,2,0,0,0,3
0,0,0,5,100000,0,0,,,,,,3,3,0,0,0,6
0,0,0,4,266600,0,0,,,,,,2,2,0,0,0,4
0,0,0,3,100000,75,0,,,6,6,5000000,2,1,0,0,0,5
0,0,0,3,10000,56,0,,,15,25,43500000,1,0,0,0,0,7
0,0,0,2022,0,0,0,,,,,,0,0,0,0,0,7
0,0,0,9,10000,0,0,,,,,,6,6,0,0,0,6
0,20,0,8,600,92,0,,,,,,2,2,0,20,0,5
0,0,0,8,100000,0,0,,,,,,7,7,0,0,0,6
0,0,6,7,500,21,0,,,,,,2,2,0,0,6,0
0,0,0,12,1150000,123,0,,,,,,0,0,0,0,0,5
0,0,0,14,1080,151,0,,,,,,0,0,0,15,0,0
0,0,0,13,10000,26,0,,,,,,2,2,0,0,0,6
0,0,0,32,211800,66,0,,,,,,2,2,0,0,0,5
0,0,0,5,80000,0,0,,,,,,2,2,0,0,0,2
0,0,0,4,10000,0,0,,,,,,3,3,0,0,0,6
0,0,0,4,1000,49,0,,,5,213,30000000,6,5,0,11,0,0
0,0,0,4,50000,0,0,,,,,,1,1,0,0,0,2
0,0,0,3,300,0,0,,,,,,2,2,0,6,0,0
0,0,0,3,500,38,0,,,,,,2,2,0,12,0,5
0,0,0,2,100000,159,0,,,,,,3,3,4,6,0,5
0,0,0,9,0,52,0,,,,,,0,0,0,0,0,0
0,0,0,9,1000,0,0,,,,,,2,2,0,0,0,7
0,0,0,2022,0,0,0,,,,,,0,0,0,0,0,5
0,0,4,27,601000,35,0,,,,,,3,3,0,0,4,3
0,0,0,6,600,16,0,,,,,,6,6,2,4,0,0
0,0,0,6,7254.9,30,0,,,,,,10,6,19,34,0,0
0,0,0,5,500000,17,0,22030000,237000,,,,2,2,0,0,0,3
0,0,0,5,200000,18,0,,,,,,3,3,0,0,0,6
0,0,0,4,100000,7,0,,,18,116,10000000,2,1,0,0,0,5
0,0,0,10,420000,42,0,,,,,,4,4,0,0,0,7
0,0,0,9,100000,86,0,,,,,,7,7,0,0,0,5
0,0,0,8,300000,0,0,,,,,,2,2,0,0,0,3
0,0,0,25,18664,106,0,,,,,,34,34,0,0,0,7
0,0,0,11,1020,45,0,,,,,,7,7,19,0,0,5
0,0,0,10,120000,8,0,,,,,,2,2,0,0,0,7
0,0,0,18,100000,2,0,,,,,,2,2,0,0,0,5
0,0,0,18,20000,11,0,,,,,,2,2,0,0,0,7
0,0,0,5,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,5,100000,0,0,,,,,,1,1,0,0,0,7
0,0,0,4,100000,18,0,,,,,,2,2,0,0,0,5
0,0,0,4,200000,30,0,,,,,,2,2,0,0,0,4
0,0,0,4,100000,4,0,,,,,,3,3,0,0,0,6
0,0,0,4,500000,0,0,,,,,,2,2,0,0,0,3
0,0,0,4,100000,32,0,,,16,128,84520000,1,0,0,0,0,6
0,0,0,3,20000,0,0,,,,,,2,2,0,0,0,6
0,0,0,3,200000,3,0,,,,,,1,1,0,0,0,2
0,0,0,3,200000,0,0,,,,,,1,1,0,0,0,6
2,4,0,10,3000,27,0,,,,,,2,2,2,4,0,5
0,0,0,28,374.22,80,0,,,,,,2,2,1,10,0,6
0,0,0,22,50000,13,0,,,,,,2,2,0,0,0,2
0,0,1,22,4045,65,0,,,,,,2,1,77,13,1,5
0,0,0,8,200000,0,0,,,,,,2,2,0,0,0,5
0,0,0,12,500,16,0,,,,,,1,1,0,2,0,6
0,0,0,12,2500,9,0,,,,,,1,1,0,0,0,5
0,0,0,14,480000,15,0,,,,,,2,2,0,0,0,2
0,0,0,13,10000,0,0,,,,,,2,2,0,0,0,4
0,0,0,29,150,13,0,,,,,,3,3,0,0,0,0
0,0,18,16,320,13,0,,,,,,2,2,13,1,18,0
0,0,1,16,1000000,117,0,,,,,,3,3,0,0,1,5
0,0,0,6,200000,11,0,,,,,,2,2,0,0,0,7
0,0,0,6,50000,0,0,,,,,,1,1,0,0,0,6
0,0,0,6,50000,8,0,,,6,11,1000000,3,2,0,0,0,5
0,0,0,6,10000,0,0,,,,,,1,1,0,0,0,6
0,0,0,6,800,37,0,,,,,,3,3,2,10,0,5
0,0,0,5,50000,4,0,,,,,,2,2,0,0,0,2
8,36,1,9,15000,163,0,,,,,,3,2,15,36,1,5
0,0,0,8,260000,41,0,,,,,,1,1,0,0,0,6
0,24,0,11,500,10,0,,,,,,7,7,2,24,0,0
0,0,0,4,1000,86,0,,,,,,1,1,0,0,0,0
0,0,0,2022,0,0,0,,,,,,0,0,0,0,0,7
0,0,0,25,200800,43,0,,,,,,2,2,0,0,0,5
0,0,0,8,300000,35,0,451250000,-10040000,,,,3,3,0,0,0,5
0,0,0,14,30000,4,0,,,,,,3,3,0,0,0,2
0,0,0,14,5000,7,0,,,,,,5,5,2,6,0,0
0,0,0,18,36800,0,0,,,,,,2,2,0,0,0,5
0,0,0,17,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,6,100000,45,0,,,,,,3,3,0,0,0,3
0,0,0,5,126000,5,0,,,,,,3,3,0,0,0,6
0,0,0,3,50000,1,0,,,,,,2,2,0,0,0,6
0,0,0,9,80000,9,0,,,,,,2,2,0,0,0,4
0,0,0,9,201800,0,0,8018900,179800,,,,3,3,0,0,0,6
0,23,0,9,9508.74,161,0,,,28,0,114400000,2,1,8,23,0,1
0,0,0,8,500000,74,0,,,,,,1,1,0,0,0,5
10,11,0,8,5000,53,0,,,,,,10,10,10,11,0,0
0,0,5,12,500,169,0,,,,,,3,3,0,14,5,4
0,0,0,14,3800,8,0,,,,,,2,2,0,0,0,7
0,0,1,13,1001,137,0,,,,,,2,2,0,9,1,0
0,0,0,33,1180000,57,0,,,,,,5,5,0,0,0,5
0,0,0,27,402470,26,0,,,,,,4,4,0,0,0,3
0,0,0,6,3168,38,0,,,,,,3,3,0,15,0,5
0,0,0,5,50000,15,0,,,,,,2,2,0,0,0,7
0,0,0,3,20000,6,0,192065000,1409900,,,,2,2,0,0,0,5
0,0,0,3,45000,6,0,,,8,0,10000000,1,0,0,0,0,6
0,0,0,3,50000,0,0,,,,,,2,2,0,0,0,7
0,0,0,3,100000,0,0,,,5,5,8000000,1,0,0,0,0,6
0,0,0,8,100000,10,0,,,,,,1,1,0,0,0,7
0,0,0,9,330000,46,0,,,,,,3,3,0,0,0,6
0,0,0,8,200,0,0,,,,,,2,2,0,0,0,0
0,0,6,7,2000,22,0,,,,,,2,2,4,10,6,0
0,0,0,15,200000,8,0,,,,,,2,2,0,0,0,5
0,0,0,13,30000,5,0,,,,,,2,2,0,0,0,6
0,0,0,17,6500,45,0,,,,,,3,3,0,0,0,6
0,0,0,7,100000,53,0,,,,,,3,3,0,0,0,6
0,0,0,4,100000,5,0,,,13,25,22000000,3,2,0,0,0,5
0,0,0,3,50000,0,0,,,,,,1,1,0,0,0,5
0,0,0,3,100000,0,0,,,,,,2,2,0,0,0,4
0,0,0,2,10000,0,0,,,,,,1,1,0,0,0,6
0,0,0,2,50000,5,0,,,,,,2,2,0,0,0,7
0,0,0,10,1000000,4,0,65606500,259900,,,,4,4,0,0,0,2
0,0,0,10,120000,86,0,,,,,,2,2,0,0,0,5
0,0,0,10,200000,6,0,,,,,,2,2,0,0,0,7
0,0,0,10,150000,7,0,,,,,,2,2,0,0,0,2
0,0,0,20,303000,33,0,,,,,,4,4,0,0,0,5
0,0,0,29,50000,22,0,,,,,,2,2,0,0,0,6
0,0,0,4,300000,26,0,,,,,,2,2,0,0,0,3
0,0,0,9,300000,0,0,,,,,,2,2,0,0,0,6
0,0,0,22,200771,32,0,,,,,,3,3,0,0,0,6
0,0,0,12,20000,5,0,,,,,,2,2,0,0,0,5
0,0,0,12,388888.88,0,0,,,,,,2,2,0,0,0,3
0,0,0,7,220000,15,0,,,,,,1,1,0,0,0,2
0,0,0,6,50000,0,0,,,,,,1,1,0,0,0,6
0,0,0,6,800000,1,0,,,,,,2,2,0,0,0,6
0,0,0,3,5000,0,0,,,,,,2,2,0,0,0,6
0,0,0,9,50000,4,0,,,,,,2,2,0,0,0,5
0,0,0,8,100000,22,0,,,,,,2,2,0,0,0,6
0,0,0,8,122200,25,0,,,,,,3,2,0,0,0,6
0,0,0,8,120000,33,0,,,,,,3,3,0,0,0,4
0,0,0,12,150000,0,0,,,,,,2,2,0,0,0,4
0,0,0,12,200000,6,0,,,,,,2,2,0,0,0,7
0,0,0,11,80000,2,0,,,,,,2,2,0,0,0,5
0,0,0,18,38318,38,0,,,22,244,100000000,1,0,0,0,0,2
0,0,0,7,30000,3,0,,,,,,3,3,0,0,0,3
0,0,0,6,1000,25,0,,,,,,1,1,2,0,0,0
0,0,0,5,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,3,20000,0,0,,,,,,1,1,0,0,0,6
11,10,0,9,800,0,0,,,,,,4,4,9,10,0,0
0,0,1,7,200,70,0,,,,,,2,2,0,0,1,0
0,0,0,16,2000,2,0,,,,,,2,2,0,0,0,6
0,0,0,5,50000,0,0,,,,,,2,2,0,0,0,7
0,0,0,4,500000,0,0,,,,,,3,3,0,0,0,6
0,0,0,7,100000,0,0,,,,,,2,2,0,0,0,6
0,0,0,5,50000,0,0,,,,,,2,2,0,0,0,6
0,0,0,5,200000,0,0,,,,,,2,2,0,0,0,6
0,0,0,3,680000,0,0,,,,,,3,3,0,0,0,6
