 已授权发明专利数量,已授权实用新型专利数量,已授权软著数量,成立年限,注册资本,参保人数,区域,营业收入,营业利润,股东企业成立年限,股东企业参保人数,股东企业注册资本,企业总的股东的数量,企业股东中个人股东的数量,企业股东发明专利数量,企业股东实用新型专利数量,企业股东软著数量,收入规模
0,0,0,3,50,0,0,,,,,,1,1,0,0,0,0
0,0,1,11,10,0,0,,,,,,1,1,0,0,1,0
0,0,0,2,300,0,0,,,,,,1,1,0,0,0,0
0,0,1,6,5000,0,0,,,,,,8,8,1,11,1,0
0,0,0,2,10,0,1,,,5,9,2000000,2,1,0,0,0,0
4,61,0,15,6315,66,0,,,,,,16,15,21,61,0,0
0,0,0,7,500,0,0,,,,,,2,2,0,0,0,0
0,0,0,9,2000,13,0,,,12,199,125000000,1,0,2,1,0,0
4,23,0,12,1200,24,0,,,,,,4,4,7,23,0,2
0,0,0,14,200,9,0,,,,,,2,2,3,0,0,0
0,0,0,3,8.1,0,1,,,,,,2,2,0,0,0,0
0,0,0,12,1000,0,0,,,,,,2,2,5,26,0,5
0,0,0,7,2000,182,0,,,,,,2,2,13,11,0,5
0,0,0,12,2448,195,0,,,,,,1,0,0,0,0,0
2,8,0,15,800,45,0,,,2,0,3000000,2,1,2,8,0,0
0,23,0,8,1200,0,0,,,,,,2,2,5,23,0,0
0,0,0,2,10,0,1,29000,-18000,,,,2,2,0,0,0,0
0,0,0,13,500,55,0,,,,,,6,6,2,6,0,0
0,0,0,26,5016,39,0,,,,,,3,3,4,6,0,2
0,2,0,7,500,75,0,,,,,,3,3,13,22,0,0
2,23,0,12,3000,81,0,,,,,,9,9,3,23,0,0
0,0,0,15,100,26,0,,,,,,2,2,8,22,0,0
0,0,0,13,5,0,0,,,,,,2,2,0,0,0,0
0,0,0,18,528,29,0,,,,,,2,2,0,16,0,0
0,0,0,9,1000,48,0,,,,,,2,2,0,10,0,0
0,0,0,14,200,0,0,,,,,,2,2,3,1,0,0
0,0,0,2022,6135,0,0,,,,,,0,0,0,0,0,5
0,0,0,13,30,17,0,,,,,,2,2,2,5,0,1
0,0,0,8,1000,0,0,,,,,,1,1,0,0,0,0
0,0,0,7,500,0,1,,,,,,3,3,0,0,0,0
0,0,0,5,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,10,0,0,,,,,,1,1,0,0,0,0
2,24,0,13,500,14,1,,,,,,8,8,5,24,0,1
0,0,0,29,100,32,0,,,,,,5,5,4,4,0,0
4,2,1,16,13000,899,1,,,26,1221,918350000,2,0,511,20,1,0
0,0,0,23,172819.4696,52,0,45219570786,1374460930,29,225,1731980000,17,0,8,8,0,0
0,0,0,2022,4200,0,0,,,,,,0,0,0,0,0,5
0,0,0,3,200,0,1,,,,,,3,3,0,0,0,0
0,9,0,7,5000,46,0,,,,,,5,5,0,10,0,5
2,11,0,18,300,31,0,,,7,,300000000,2,0,5,11,0,0
2,7,0,21,1188,45,0,,,,,,3,3,4,7,0,0
0,0,0,20,1000,56,0,,,,,,2,2,2,0,0,3
0,0,0,3,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,2022,20000,0,1,,,8,7,2000000000,7,3,20,1,0,0
0,0,0,7,45294.1176,81,1,,,8,7,2000000000,2,1,4,0,0,0
4,14,0,13,50,38,0,,,,,,2,2,5,14,0,6
84,12,0,15,70281.5332,370,1,1884228703,470657848.4,,,,25,10,101,12,0,0
0,0,0,17,600,25,1,,,,,,2,2,0,11,0,0
0,0,0,10,168,173,0,,,,,,2,2,53,15,0,0
0,0,0,9,10800,156,0,,,27,1528,1417920000,1,0,2,11,0,0
0,16,0,14,5999,53,0,23500000,575500,,,,2,2,1,16,0,3
0,0,0,1,20,0,0,,,,,,0,0,0,0,0,0
0,0,2,8,1500,63,0,,,,,,1,1,2,0,2,0
0,0,0,3,50,0,1,,,,,,1,1,0,0,0,0
1,0,0,21,288,12,0,,,,,,2,2,2,10,0,0
4,6,0,7,200,0,0,,,,,,2,2,14,6,0,0
0,0,0,8,500,52,0,,,,,,2,2,8,16,0,0
0,0,0,28,8178.69,13,1,,,,,,2,0,19,9,0,0
0,0,0,21,50,70,0,,,,,,2,2,0,0,0,0
0,0,0,3,1000,278,1,,,,,,5,4,0,13,0,5
0,0,0,2,20,0,0,,,,,,1,1,0,0,0,0
0,0,11,2,400,0,1,,,,,,1,1,0,0,11,0
0,0,0,5,500,0,0,,,,,,2,2,0,0,0,6
0,0,0,4,1000,0,0,,,,,,2,2,0,0,0,1
0,0,0,3,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,18,80,92,0,,,22,0,1000000,2,0,0,0,0,2
2,11,0,15,3000,81,0,,,27,640,11000000,2,0,2,11,0,5
0,0,0,6,500,0,0,,,,,,2,2,0,0,0,0
0,17,0,11,500,15,0,,,,,,1,1,6,17,0,0
0,0,0,9,200,18,0,,,18,4,10500000,2,1,0,20,0,6
2,0,0,18,2000,13,0,,,18,3,10000000,2,1,21,9,0,0
0,0,0,14,10000,138,0,,,20,3,12560000,7,6,4,0,0,0
2,8,0,10,2000,46,0,,,,,,4,2,2,8,0,0
0,0,0,9,10,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,50,0,1,,,,,,2,2,0,0,0,0
0,0,0,2022,100,0,1,,,,,,0,0,0,0,0,0
0,19,0,14,2680,110,0,,,,,,2,2,1,19,0,0
0,0,0,2,30,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,1600,0,0,,,,,,1,1,56,0,0,0
13,5,0,8,8888,220,0,,,3,0,980870000,2,0,106,20,0,0
0,0,0,9,100,0,0,,,,,,2,2,1,8,0,0
0,0,0,11,1000,12,1,,,,,,2,2,0,8,0,6
0,0,0,13,500,69,0,,,,,,3,3,0,11,0,0
0,0,0,13,20,0,0,,,,,,2,2,0,1,0,0
130,103,0,9,26667,12,1,,,9,0,200000000,4,1,192,102,0,0
0,0,0,14,500,37,0,,,,,,2,2,6,19,0,0
0,0,0,21,500,131,1,,,,,,2,2,0,9,0,5
0,0,0,2022,312,0,1,,,,,,0,0,0,0,0,0
0,0,0,17,60,3,0,,,,,,1,1,2,4,0,0
0,0,0,9,10,0,1,,,,,,3,3,3,0,0,0
0,0,0,8,10,2,0,,,,,,1,1,0,0,0,0
0,0,0,23,10000,97,1,,,,,,3,3,0,7,0,0
3,22,0,11,1000,33,1,,,,,,3,3,10,22,0,1
0,0,0,2,100,0,1,,,,,,1,1,0,0,0,0
0,0,9,8,3848,133,1,,,,,,7,6,0,0,9,0
0,4,0,22,300,2,1,,,,,,2,2,15,9,0,0
0,0,0,11,1577.6,0,0,,,27,0,235320000,2,0,0,0,0,0
0,0,18,6,222,0,1,,,,,,5,2,112,7,18,0
0,0,5,19,450,85,0,,,,,,1,1,0,8,5,0
0,0,0,18,1000,119,1,108830000,,,,,2,2,0,10,0,5
0,3,0,28,12186,197,0,,,8,0,126730000,2,1,2,3,0,0
6,5,0,16,400,61,0,,,,,,2,2,3,5,0,0
0,0,0,9,400,0,0,,,,,,2,2,15,1,0,0
0,0,0,8,1000,0,0,,,,,,1,1,6,12,0,0
0,0,1,16,500,15,1,,,,,,3,3,3,8,1,6
1,14,4,17,5168,3,1,,,,,,2,2,3,14,4,0
0,0,0,9,120,2,0,,,,,,2,2,0,12,0,0
0,0,0,8,10,0,0,,,,,,1,1,36,0,0,0
2,36,1,20,800,94,1,,,,,,9,7,3,36,1,0
2,23,0,10,1500,180,0,,,,,,5,5,3,26,0,0
2,21,4,11,5000,7,1,,,8,0,30000000,1,0,2,21,4,5
0,3,0,15,500,48,0,,,,,,2,2,16,3,0,0
0,0,0,8,10000,83,0,,,26,34,80000000,2,1,3,17,0,0
8,11,0,26,7000,333,0,,,,,,3,2,12,11,0,5
0,0,0,15,3000,49,1,,,,,,16,14,4,17,0,0
0,14,2,10,1500,39,1,,,36,1735,124020000,4,0,0,14,2,0
0,0,0,2022,31441,0,1,,,,,,0,0,0,0,0,5
0,0,0,3,100,0,1,,,,,,1,1,0,0,0,0
2,1,0,40,450.2,35,1,,,,,,24,24,2,1,0,0
0,0,0,17,1000,40,1,,,,,,2,2,0,0,0,0
0,0,13,19,1683,12,1,,,11,0,400500000,9,3,2,3,13,0
0,0,6,12,50,8,1,,,,,,2,2,2,7,6,0
0,0,0,9,100,8,0,,,,,,2,2,0,0,0,0
0,0,0,2,80,0,1,,,,,,3,3,0,0,0,0
6,7,0,8,1000,7,0,,,,,,2,2,4,7,0,6
0,25,0,10,600,60,0,,,,,,2,2,0,25,0,0
0,0,0,18,50,3,1,,,,,,2,2,25,0,0,0
0,0,1,7,100,24,1,,,,,,3,3,6,13,1,0
0,8,0,11,400,0,1,,,,,,2,2,0,8,0,0
0,11,0,7,678,50,0,,,,,,1,1,0,15,0,0
0,0,0,14,20,41,0,,,,,,0,0,25,1,0,0
0,24,0,18,3000,175,0,,,,,,5,5,1,24,0,0
2,0,43,8,1000,31,1,,,,,,1,1,2,5,43,0
0,15,0,12,200,95,0,,,,,,2,2,0,15,0,0
0,19,1,12,300,170,1,,,,,,7,7,1,19,1,0
0,0,0,8,5000,20,0,,,,,,3,3,2,18,0,0
0,4,0,13,60,0,0,,,,,,2,2,23,6,0,0
0,0,5,11,2000,26,0,,,,,,2,2,0,11,5,0
0,0,0,8,1000,473,0,,,,,,2,2,0,17,0,0
0,0,0,7,10000,172,0,,,,,,4,4,4,8,0,0
0,0,0,10,117.65,0,1,720000,-180000,24,0,1000000,3,1,3,3,0,0
0,0,0,17,1000,93,1,,,,,,2,2,2,2,0,0
0,0,3,5,500,6,1,,,,,,3,3,0,0,3,0
0,19,0,13,3000,95,0,,,31,65,6360000,5,4,0,11,0,2
0,0,0,11,200,4,1,,,,,,3,3,0,2,0,0
0,12,0,8,6025.87,126,1,,,,,,3,1,6,12,0,0
0,0,0,6,1000,2,0,,,,,,2,2,0,0,0,0
0,0,0,8,80,2,1,,,,,,3,3,0,0,0,0
0,0,0,19,5000,31,1,,,16,256,120000000,1,0,10,7,0,0
0,0,0,11,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,19,4500,182,1,,,22,870,402140000,1,0,1,12,0,5
4,27,0,8,12000,175,0,,,17,1892,201150000,2,0,7,27,0,5
0,0,0,2,508,0,1,,,,,,1,1,0,0,0,0
0,0,0,11,5000,600,0,,,19,162,26000000,1,0,0,0,0,5
0,0,0,20,50,90,0,,,,,,2,2,2,11,0,3
0,7,0,13,1000,65,0,,,,,,4,3,0,7,0,0
0,0,12,3,117.6471,18,1,,,3,0,100000,3,1,0,0,12,0
0,0,0,12,500,170,0,,,,,,2,2,17,12,0,5
0,0,0,7,6,0,0,,,,,,2,2,0,0,0,0
0,0,0,5,50,0,0,,,,,,1,1,0,0,0,0
0,0,1,17,3200,48,0,,,,,,4,4,37,42,1,0
0,0,0,6,100,83,1,,,8,8,46570000,1,0,8,28,0,0
0,0,0,34,592.52,55,0,,,,,,2,2,1,25,0,0
2,18,2,19,10500,183,1,,,,,,2,2,6,18,2,0
0,0,0,10,50,36,0,,,,,,2,2,22,17,0,0
0,0,0,2022,5100,0,0,,,,,,0,0,0,0,0,0
0,0,3,13,200,7,1,,,,,,2,2,5,0,3,0
0,23,0,12,1680,87,0,,,,,,1,1,2,23,0,0
0,0,0,2022,5280,0,1,,,,,,0,0,0,0,0,0
0,0,0,11,100,3,1,,,,,,4,4,2,6,0,0
0,0,2,3,500,0,1,,,,,,1,1,0,0,2,0
0,0,0,15,500,39,0,,,,,,3,3,15,0,0,0
2,22,0,15,100,14,0,6999558,-649059,,,,1,1,2,22,0,0
2,20,0,7,1100,65,0,,,,,,3,3,3,20,0,0
0,8,0,8,200,25,0,,,,,,2,2,10,8,0,6
0,0,1,7,60,5,1,,,,,,3,3,0,6,1,0
0,0,0,23,100,25,1,,,,,,3,3,2,0,0,0
0,0,0,6,500,0,1,,,,,,2,2,0,0,0,0
2,20,0,22,200,12,1,,,,,,2,2,2,21,0,1
0,0,0,24,30,0,0,540000,140000,,,,2,2,6,1,0,0
2,1,2,9,6008,13,1,,,,,,2,2,4,1,2,1
0,0,0,30,15329,412,0,587107835.9,4022784.92,21,0,60000000,14,6,10,3,0,5
0,0,0,2,500,0,0,,,,,,1,1,0,0,0,0
0,0,0,12,10,38,1,,,,,,3,3,0,1,0,0
0,0,0,8,5000,3,0,,,,,,4,4,3,1,0,0
7,23,0,7,5586,486,0,,,24,1827,607800000,3,0,9,23,0,0
2,20,4,6,1000,11,1,,,,,,6,6,4,20,4,1
6,6,0,10,1000,183,0,,,21,121,15880000,3,2,8,21,0,0
0,0,0,3,200,0,0,,,,,,2,2,0,0,0,1
0,0,0,10,600,216,1,,,,,,1,1,0,6,0,2
0,0,0,7,2000,0,0,,,,,,3,1,6,19,0,0
0,0,2,8,100,13,0,,,,,,4,4,7,14,2,0
2,5,0,7,1678,14,0,,,,,,2,2,2,5,0,0
0,1,58,7,1341.23,28,1,,,,,,6,4,0,1,58,0
0,0,0,8,1500,6,1,,,,,,2,2,11,24,0,0
0,0,0,2022,1680,0,1,,,,,,2,0,9,6,7,5
0,0,0,2,500,0,1,,,3,0,10000000,3,1,0,0,0,0
0,0,0,3,10000,0,0,,,,,,4,4,0,0,0,6
0,0,0,4,200,0,1,,,,,,1,1,0,0,0,0
0,0,1,8,10,0,1,,,,,,1,1,0,0,1,0
0,0,0,2,800,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,500,1,1,,,,,,2,2,0,0,0,0
6,11,0,14,200,40,1,,,,,,3,3,7,11,0,1
72,293,3,25,51509,710,1,,,15,57,3684640000,1,0,118,287,3,0
0,0,10,6,1367.9423,2,1,,,,,,4,3,0,0,10,0
21,19,0,35,94174,657,1,,,22,323,2614000000,1,0,22,17,0,5
0,0,0,21,50,0,1,,,,,,2,2,0,0,0,0
0,0,0,18,1116,111,1,,,,,,43,43,6,10,0,0
0,0,12,9,500,4,1,,,,,,6,6,0,0,12,6
0,0,1,8,80,0,0,,,,,,3,2,0,0,1,0
0,0,19,20,100,35,0,,,,,,4,4,0,0,19,6
0,0,27,8,145,32,1,,,,,,3,1,2,1,27,0
0,0,11,7,1000,0,1,,,,,,1,1,0,0,11,0
0,0,0,18,1200,141,0,,,16,256,120000000,10,9,26,20,0,0
0,0,15,6,2000,8,1,,,,,,10,7,7,4,15,0
0,0,7,13,600,8,1,,,,,,2,2,0,0,7,6
0,0,22,18,50,15,1,,,,,,2,2,0,0,22,0
0,0,21,22,2160,68,1,,,,,,10,10,0,0,21,0
0,0,27,10,1000,12,1,,,,,,2,2,0,0,27,0
0,0,0,2,300,0,0,,,,,,2,2,0,0,0,0
0,0,0,3,3,0,1,,,,,,2,2,0,0,0,0
0,0,0,13,25,14,1,,,,,,13,13,0,0,0,0
0,0,0,25,600,76,1,,,,,,2,2,2,0,0,5
2,4,14,18,2000,28,1,,,,,,2,2,2,4,14,0
0,0,8,6,1000,13,1,,,,,,4,4,1,11,8,0
0,0,21,9,500,3,1,,,,,,6,6,0,0,21,0
0,0,0,2,50,0,0,,,,,,1,1,0,0,0,0
3,1,32,10,1030,17,1,,,,,,3,2,7,1,32,0
0,0,8,8,500,5,1,,,,,,2,2,0,0,8,0
0,0,54,6,4000,63,1,,,5,0,20000000,4,2,0,0,54,0
0,0,13,7,100,9,1,,,,,,2,2,0,0,13,0
0,0,20,7,600,0,1,,,,,,6,6,0,0,20,0
0,0,32,9,300,83,1,,,26,13,50000000,1,0,0,0,32,5
0,0,0,7,600,0,1,,,,,,4,4,0,2,0,0
0,19,0,12,2010,0,0,,,,,,4,4,1,19,0,0
0,0,23,18,1000,20,1,,,,,,3,3,0,0,23,0
0,0,8,12,200,8,1,,,,,,2,2,0,0,8,0
0,0,41,8,1000,16,1,,,,,,24,24,0,0,41,0
0,0,20,9,1000,20,1,,,,,,4,4,0,0,20,0
0,0,7,10,1000,1,1,,,,,,1,1,1,0,7,0
0,14,8,15,1000,15,1,,,,,,3,3,0,14,8,0
0,9,12,8,500,23,1,,,,,,2,2,0,9,12,1
0,0,10,7,244.22,11,1,,,,,,6,2,18,3,10,0
8,28,0,20,145.53,75,1,,,,,,2,2,13,29,0,0
0,0,11,21,500,10,1,,,,,,2,2,0,0,11,0
2,0,17,7,500,0,1,,,,,,2,2,27,0,17,0
0,0,0,2,50,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000,1,1,,,,,,3,3,0,0,0,0
0,0,30,17,1000,21,1,,,,,,2,2,0,0,30,0
0,0,5,12,3100,17,1,,,,,,2,2,0,0,5,0
0,0,7,8,2000,0,1,,,,,,1,1,0,0,7,0
0,0,31,7,1200,33,1,,,,,,3,2,2,0,31,0
0,0,8,25,650,0,1,,,26,0,1280000,5,4,0,0,8,0
0,0,22,16,30,9,1,,,,,,1,1,0,0,22,0
0,0,7,6,1000,5,1,,,,,,3,3,0,5,7,0
0,0,0,2,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,7,15,0,0,,,,,,3,3,11,6,0,0
0,0,4,19,5503,805,1,,,,,,15,11,54,90,4,5
0,0,1,5,1000,2,1,,,,,,2,2,0,0,1,0
0,0,1,8,50,0,1,,,,,,2,2,0,0,1,0
4,34,1,20,2716,825,1,,,,,,8,8,11,34,1,0
0,0,10,6,2060,34,1,,,,,,2,1,4,5,10,5
0,0,15,10,200,1,1,,,,,,2,2,0,0,15,0
0,0,0,2022,1000,0,1,,,18,2719,2142420000,5,4,0,0,38,0
0,0,0,13,2200,25,0,,,,,,2,2,0,0,0,6
0,0,1,7,100,0,1,,,3,0,10000000,1,0,6,0,1,0
0,0,17,6,3000,28,1,,,,,,2,1,6,0,17,0
0,0,2,7,5000,17,0,,,9,5,111410000,9,7,2,2,2,0
0,0,2,7,10,0,0,,,,,,2,2,0,0,2,0
0,0,42,23,1500,82,1,,,9,93,319920000,2,0,3,0,42,0
0,0,19,17,80,0,1,,,,,,2,2,0,0,19,0
2,0,33,7,100,77,1,,,17,124,193330000,1,0,559,7,33,0
2,0,28,12,3000,70,1,44420000,2730000,,,,3,3,3,0,28,0
0,0,0,3,1000,0,0,,,,,,2,2,0,0,0,0
0,14,5,17,600,7,1,,,,,,3,3,2,14,5,0
6,7,11,7,2000,5,0,,,,,,2,2,10,7,11,0
0,0,30,8,3000,80,1,,,18,352,1000000000,4,0,0,0,30,0
0,0,18,8,60,1,1,,,,,,2,2,0,0,18,0
0,0,8,18,205,12,1,,,,,,2,2,0,0,8,0
0,0,0,6,10,0,0,,,,,,1,1,0,0,0,0
0,0,0,3,300,0,0,,,,,,2,2,0,0,0,0
0,0,6,13,50,0,1,,,,,,2,2,2,2,6,0
0,0,0,11,50,2,1,,,,,,3,3,0,0,0,0
0,4,18,12,2168,8,1,,,,,,2,2,2,4,18,0
0,0,0,2,200,0,1,,,,,,2,2,0,0,0,0
0,0,1,7,50,5,1,,,,,,2,2,0,0,1,0
0,0,0,2,200,0,0,,,,,,1,1,0,0,0,0
0,0,0,11,300,42,0,,,,,,2,2,11,17,0,0
2,0,16,11,1000,51,1,,,,,,2,2,2,0,16,3
0,0,0,3,30,0,0,,,,,0,2,0,0,0,0,0
0,4,34,8,1000,44,1,,,,,,2,2,2,4,34,3
0,0,8,9,5000,6,1,,,,,,2,2,3,0,8,0
0,0,5,9,13.5,2,1,,,,,,1,1,0,0,5,0
0,0,57,9,5000,83,1,,,,,,4,2,0,13,57,5
0,0,13,12,600,34,1,,,,,,5,5,0,26,13,0
0,0,16,16,500,11,1,,,,,,2,2,0,1,16,3
23,0,22,6,232.182,9,1,,,,,,7,5,42,0,22,0
0,0,17,8,500,97,1,,,,,,2,2,0,0,17,1
0,0,0,2022,571.8625,0,1,,,,,,0,0,0,0,0,3
24,230,1,28,30000,201,0,,,,,,2,2,81,231,1,5
0,0,8,7,1000,0,1,,,,,,2,2,0,0,8,0
0,0,0,8,30,26,0,,,,,,2,1,0,0,0,0
0,0,0,6,15,0,0,,,,,,1,1,0,1,0,0
2,0,0,9,15,5,1,,,,,,1,1,28,0,0,0
0,0,0,2,100,0,1,,,,,,1,1,0,0,0,0
0,21,0,33,283,106,1,,,,,,5,5,0,21,0,0
0,0,0,12,60,15,0,,,,,,0,0,0,10,0,0
0,0,0,7,100,0,1,,,,,,3,3,0,0,0,0
0,0,0,5,500,0,0,,,,,,7,7,0,0,0,0
0,0,0,12,100,6,1,,,,,,2,2,5,0,0,0
2,39,3,10,30000,250,0,,,16,0,250000000,1,0,5,39,3,0
0,0,0,22,1000,80,1,,,,,,2,2,1,0,0,0
0,0,0,8,60,0,0,,,,,,2,2,16,0,0,0
0,7,3,6,1000,11,1,,,,,,2,2,1,7,3,0
0,0,30,20,800,48,1,,,4,0,500000,3,0,0,0,30,1
15,22,0,8,10000,33,1,,,,,,2,1,52,22,0,0
0,0,0,17,500,11,1,,,,,,2,2,2,3,0,0
14,14,1,6,5000,131,1,,,22,458,1912160000,29,28,47,40,1,5
0,0,1,22,24179.62,52,1,582542897.2,-160762421.1,,,,31,23,6,48,1,5
0,16,1,10,1000,17,1,,,,,,2,2,0,16,1,1
0,0,0,7,15,0,1,,,,,,1,1,13,10,0,0
0,0,0,15,2000,11,1,,,9,4,548349024,1,0,4,7,0,0
0,0,0,3,200,2,0,,,,,,2,2,0,0,0,0
0,0,0,3,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,2,1000,0,1,,,,,,0,0,0,0,0,0
0,0,0,7,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,2,500,0,0,,,,,,3,3,0,0,0,0
0,0,0,6,50,11,1,,,,,,4,3,0,0,0,0
0,0,0,4,300,2,0,,,,,,1,1,0,0,0,0
0,0,0,3,50,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,50,0,1,,,,,,2,2,0,0,0,0
0,0,0,2,100,0,0,,,,,,2,2,0,0,0,0
1,8,0,19,100,18,1,,,,,,3,3,6,8,0,1
0,2,0,28,1000,67,1,,,,,,2,2,0,7,0,0
0,0,2,14,3600,100,1,,,,,,4,4,7,4,2,0
0,0,2,6,100,10,0,,,,,,1,1,0,0,2,0
0,0,0,2022,20,0,0,,,,,,0,0,0,0,0,0
0,0,3,6,3,0,0,,,11,16,2000000,2,0,0,0,3,0
0,0,0,5,10,0,1,,,,,,5,5,3,0,0,0
0,0,1,8,50,0,0,,,,,,1,1,0,0,1,0
0,0,0,14,200,0,1,,,,,,2,1,0,0,0,0
0,0,0,8,500,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,15,0,1,,,,,,3,3,0,0,0,0
0,0,0,2,50,0,0,,,,,,1,1,0,0,0,0
6,14,0,12,130,0,0,,,,,,1,1,37,8,0,0
0,0,0,19,100,0,1,,,,,,2,2,0,0,0,0
0,0,6,8,200,1,1,,,22,100,37250000,3,2,0,0,6,0
0,0,0,24,100,0,1,,,,,,2,2,2,0,0,0
0,0,0,13,1000,10,1,,,,,,2,2,1,7,0,0
0,0,0,13,31600,27,0,,,26,8,65000000,2,1,38,0,0,0
0,0,5,7,1000,1,1,,,,,,1,1,0,0,5,0
0,0,0,27,1180,34,1,,,,,,4,4,56,3,0,0
0,2,0,11,300,0,0,,,,,,1,0,0,2,0,0
0,0,0,9,50,0,1,,,,,,1,1,3,0,0,0
0,0,0,2022,15357,0,0,,,,,,0,0,0,0,0,5
0,0,0,12,0,0,0,,,,,,1,1,12,0,0,0
0,0,0,14,200,19,0,,,,,,2,2,4,0,0,0
0,0,0,3,800,0,1,,,,,,1,1,0,0,0,0
0,0,0,21,1380,2,1,,,,,,3,3,3,4,0,0
0,0,0,27,200,0,0,,,,,,3,3,3,0,0,0
0,0,0,11,10,0,0,,,,,,1,1,0,0,0,0
0,0,0,2022,100,0,0,,,,,,0,0,0,0,0,0
0,0,0,8,1009,0,1,,,,,,2,2,0,1,0,0
0,0,0,6,500,0,0,,,,,,3,3,6,0,0,0
0,0,0,8,5000,0,0,,,7,0,10000000,2,1,0,0,0,0
0,0,0,6,508,6,0,,,,,,0,0,0,0,0,0
0,0,9,15,6008,84,0,,,7,0,50000000,3,2,27,35,9,4
2,23,0,6,2200,16,0,,,,,,7,7,3,23,0,6
0,0,0,9,50,8,0,,,,,,2,2,10,4,0,0
3,0,0,11,50,0,0,,,,,,2,2,20,0,0,0
0,0,0,9,50,0,0,,,,,,2,2,2,0,0,0
0,0,0,6,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,25,500,1,0,,,,,,3,2,87,0,0,0
0,0,19,18,50000,492,1,,,22,3,6981300000,2,0,357,110,19,5
0,0,1,10,14,0,0,,,,,,1,1,0,0,1,0
0,0,0,8,100,0,0,,,,,,1,1,8,7,0,0
0,0,0,5,4000,1,0,,,,,,3,3,0,0,0,0
0,0,0,8,1000,0,1,,,,,,1,1,12,0,0,0
0,0,0,8,3000,68,0,,,,,,2,2,12,0,0,0
0,0,0,11,1800,0,0,,,,,,0,0,3,0,0,0
0,0,0,10,800,0,1,,,,,,1,1,4,6,0,0
0,0,0,21,1050,52,1,,,,,,2,2,2,0,0,0
0,0,0,5,670,0,0,,,,,,1,1,0,0,0,0
2,0,0,10,3000,30,0,,,10,1106,247000000,2,0,2,1,0,0
0,0,0,6,100,0,0,,,10,6,5000000,2,1,36,0,0,0
0,0,0,11,20,0,0,,,,,,1,1,0,0,0,0
0,0,0,4,500,0,0,,,,,,2,2,0,0,0,0
0,0,0,7,160,0,0,,,,,,0,0,0,0,0,0
0,0,1,7,15,0,0,,,,,,4,4,0,0,1,0
0,0,0,8,500,0,0,,,7,0,10000000,1,0,0,0,0,0
0,23,1,22,25827,791,1,,,33,758,1145020000,1,0,51,213,1,5
0,0,0,16,5000,201,1,,,,,,4,3,3,10,0,0
2,0,0,11,30,19,0,,,,,,2,2,2,0,0,0
0,0,0,2,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,26,1000,83,1,,,,,,4,4,0,0,0,0
0,2,0,21,1860,85,0,,,,,,6,5,17,2,0,0
0,0,0,11,60,62,0,,,,,,1,1,1,17,0,0
34,3,0,17,12000,245,0,,,,,,4,4,40,3,0,5
0,0,0,2,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,26,3000,71,0,,,27,51,82270000,1,0,3,16,0,0
0,0,0,20,1000,0,1,,,,,,3,3,0,10,0,0
0,0,0,15,150,23,0,,,,,,3,3,3,3,0,0
0,10,0,7,8000,0,0,,,,,,2,2,0,10,0,0
0,0,8,2,1000,18,0,,,3,0,50000000,1,0,0,0,8,2
0,0,4,16,3732,94,0,,,7,0,50000000000,3,0,6,19,4,0
0,0,0,18,1000,0,0,,,,,,2,2,11,23,0,2
6,13,0,6,12500,185,0,,,18,262,348000000,3,0,19,13,0,0
8,0,0,15,3550,20,1,,,,,,7,7,11,0,0,0
0,0,0,20,2000,32,0,,,,,,6,6,0,15,0,0
10,10,0,22,200,40,1,,,,,,2,2,13,10,0,1
0,0,0,25,1500,130,1,,,,,,4,3,0,22,0,0
2,0,0,17,20,10,0,,,,,,2,2,4,6,0,0
0,15,0,6,2000,34,0,,,,,,4,4,1,15,0,0
0,0,0,8,100,2,0,,,,,,2,2,4,8,0,0
0,0,0,3,100,0,1,,,,,,3,3,0,0,0,0
0,0,0,2,800,0,0,,,,,,1,1,0,0,0,0
6,18,0,11,1000,28,0,,,,,,4,4,27,18,0,0
0,9,0,15,500,35,0,,,,,,1,1,0,9,0,0
2,0,0,11,150,15,0,,,,,,5,5,6,10,0,0
2,0,0,16,600,21,0,,,,,,2,2,2,0,0,0
0,0,0,29,10010,80,1,,,,,,3,3,10,0,0,0
0,0,0,2022,2100,0,0,,,,,,0,0,0,0,0,0
0,0,0,21,3200,62,1,,,,,,3,3,0,10,0,5
2,5,0,12,1663.37,79,0,,,,,,2,2,2,5,0,0
0,0,0,9,1000,19,0,,,,,,2,2,0,0,0,0
